model_id,units,dropout,num_layers,bidirectional,lr,batch_size,epochs,patience,test_mae,test_mse
259,128,0.2,1,True,1e-05,128,25,25,0.331323504447937,0.18396109342575073
260,128,0.2,1,True,0.0001,64,25,25,0.5029439926147461,0.29533806443214417
261,128,0.2,1,True,0.0001,128,25,25,0.5033600330352783,0.2957645356655121
262,128,0.2,1,True,0.001,64,25,25,0.4367387592792511,0.21484525501728058
263,128,0.2,1,True,0.001,128,25,25,0.38679903745651245,0.17796581983566284
264,128,0.2,2,False,1e-05,64,25,25,0.582630455493927,0.1431899517774582
265,128,0.2,2,False,1e-05,128,25,25,0.6376888751983643,0.1813315451145172
266,128,0.2,2,False,0.0001,64,25,25,0.6308321356773376,0.4870138466358185
267,128,0.2,2,False,0.0001,128,25,25,0.6076908707618713,0.4492056965827942
268,128,0.2,2,False,0.001,64,25,25,0.5067333579063416,0.2948189973831177
269,128,0.2,2,False,0.001,128,25,25,0.509200930595398,0.29810571670532227
270,128,0.2,2,True,1e-05,64,25,25,0.6584928631782532,0.14327049255371094
271,128,0.2,2,True,1e-05,128,25,25,0.6156610250473022,0.12507140636444092
272,128,0.2,2,True,0.0001,64,25,25,0.36093881726264954,0.1554420292377472
273,128,0.2,2,True,0.0001,128,25,25,0.36790162324905396,0.16029927134513855
274,128,0.2,2,True,0.001,64,25,25,0.31765851378440857,0.1377556324005127
275,128,0.2,2,True,0.001,128,25,25,0.31411319971084595,0.1350739449262619
276,128,0.2,3,False,1e-05,64,25,25,0.7840759754180908,0.17049255967140198
277,128,0.2,3,False,1e-05,128,25,25,0.7629095911979675,0.15499502420425415
278,128,0.2,3,False,0.0001,64,25,25,0.5823422074317932,0.4026602804660797
279,128,0.2,3,False,0.0001,128,25,25,0.5519229769706726,0.35903629660606384
280,128,0.2,3,False,0.001,64,25,25,0.4468235671520233,0.23189306259155273
281,128,0.2,3,False,0.001,128,25,25,0.42860084772109985,0.21406157314777374
282,128,0.2,3,True,1e-05,64,25,25,0.7576306462287903,0.10876729339361191
283,128,0.2,3,True,1e-05,128,25,25,0.7409202456474304,0.10232725739479065
284,128,0.2,3,True,0.0001,64,25,25,0.26028013229370117,0.09962359815835953
285,128,0.2,3,True,0.0001,128,25,25,0.24988293647766113,0.09528063237667084
286,128,0.2,3,True,0.001,64,25,25,0.31933802366256714,0.13848944008350372
287,128,0.2,3,True,0.001,128,25,25,0.3286546468734741,0.14515288174152374
288,128,0.3,1,False,1e-05,64,25,25,0.3672853112220764,0.1760883778333664
289,128,0.3,1,False,1e-05,128,25,25,0.40378278493881226,0.20306916534900665
290,128,0.3,1,False,0.0001,64,25,25,0.5618736743927002,0.3737824261188507
291,128,0.3,1,False,0.0001,128,25,25,0.5559720396995544,0.3652286231517792
292,128,0.3,1,False,0.001,64,25,25,0.455146849155426,0.2295362800359726
293,128,0.3,1,False,0.001,128,25,25,0.3795605003833771,0.168212428689003
294,128,0.3,1,True,1e-05,64,25,25,0.29854774475097656,0.14921529591083527
295,128,0.3,1,True,1e-05,128,25,25,0.30975884199142456,0.14063838124275208
296,128,0.3,1,True,0.0001,64,25,25,0.5311636924743652,0.336891770362854
297,128,0.3,1,True,0.0001,128,25,25,0.460956871509552,0.2533024549484253
298,128,0.3,1,True,0.001,64,25,25,0.4317183792591095,0.20963802933692932
299,128,0.3,1,True,0.001,128,25,25,0.3927913308143616,0.1813969910144806
300,128,0.3,2,False,1e-05,64,25,25,0.5929390788078308,0.14626798033714294
301,128,0.3,2,False,1e-05,128,25,25,0.5861824750900269,0.15220646560192108
302,128,0.3,2,False,0.0001,64,25,25,0.6747840642929077,0.5621312260627747
303,128,0.3,2,False,0.0001,128,25,25,0.6793280243873596,0.5742875337600708
304,128,0.3,2,False,0.001,64,25,25,0.5001206398010254,0.2871237099170685
305,128,0.3,2,False,0.001,128,25,25,0.49651288986206055,0.28433528542518616
306,128,0.3,2,True,1e-05,64,25,25,0.6598138809204102,0.1425790935754776
307,128,0.3,2,True,1e-05,128,25,25,0.6273940205574036,0.12885361909866333
308,128,0.3,2,True,0.0001,64,25,25,0.3486798405647278,0.14581546187400818
309,128,0.3,2,True,0.0001,128,25,25,0.370248407125473,0.1625097543001175
310,128,0.3,2,True,0.001,64,25,25,0.313925176858902,0.1336718052625656
311,128,0.3,2,True,0.001,128,25,25,0.30404388904571533,0.12846249341964722
312,128,0.3,3,False,1e-05,64,25,25,0.7858747243881226,0.17521712183952332
313,128,0.3,3,False,1e-05,128,25,25,0.782357394695282,0.1808255910873413
314,128,0.3,3,False,0.0001,64,25,25,0.610052764415741,0.4468246102333069
315,128,0.3,3,False,0.0001,128,25,25,0.5838026404380798,0.4040014445781708
316,128,0.3,3,False,0.001,64,25,25,0.39250418543815613,0.1855318397283554
317,128,0.3,3,False,0.001,128,25,25,0.4685741066932678,0.24990490078926086
318,128,0.3,3,True,1e-05,64,25,25,0.7456746101379395,0.10369809716939926
319,128,0.3,3,True,1e-05,128,25,25,0.7405775785446167,0.10645262897014618
320,128,0.3,3,True,0.0001,64,25,25,0.24976977705955505,0.09292147308588028
321,128,0.3,3,True,0.0001,128,25,25,0.26637014746665955,0.10090464353561401
322,128,0.3,3,True,0.001,64,25,25,0.3146616816520691,0.13600853085517883
323,128,0.3,3,True,0.001,128,25,25,0.31998375058174133,0.13948698341846466
